caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
297285,never married,28,23,high school,high school,"2+ races, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - as a paid employee,0,0.0,5,0,0
298551,married,55,55,bachelor's degree or higher,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$75,000 to $84,999",non-metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - self-employed,0,1.0,0,0,2
301251,married,25,29,some college,some college,"white, non-hispanic",0.0,0,female,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,rented for cash,democrat,other christian,not working - other,1,1.0,4,0,0
304561,married,56,33,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,1.0,23,0,1
307461,married,46,48,bachelor's degree or higher,some college,"white, non-hispanic",0.0,11,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - self-employed,0,1.0,2,0,1
309276,living with partner,27,35,bachelor's degree or higher,some college,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,8,0,1
320631,married,63,59,high school,some college,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,1.0,4,1,1
322421,married,42,42,bachelor's degree or higher,some college,"black, non-hispanic",1.0,2,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,pentecostal,working - as a paid employee,0,1.0,0,0,1
326341,married,34,36,some college,some college,hispanic,1.0,6,male,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,republican,other christian,working - as a paid employee,0,1.0,2,1,0
341391,married,39,39,some college,bachelor's degree or higher,"2+ races, non-hispanic",3.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,occupied without payment of cash rent,democrat,other christian,not working - other,0,0.0,0,0,1
342596,living with partner,59,51,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,none,not working - retired,0,1.0,8,1,0
343421,married,42,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,4,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,1.0,1,0,0
344396,living with partner,39,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$85,000 to $99,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,2,0,0
345491,married,49,53,bachelor's degree or higher,less than high school,"white, non-hispanic",1.0,5,female,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,4,0,3
348456,living with partner,45,46,some college,high school,"2+ races, non-hispanic",1.0,1,female,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - disabled,0,1.0,1,0,1
351405,never married,40,57,bachelor's degree or higher,some college,"white, non-hispanic",0.0,7,male,a building with 2 or more apartments,"$20,000 to $24,999",metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,17,1,1
354331,married,33,28,some college,high school,"white, non-hispanic",1.0,1,male,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,5,0,1
358321,married,32,51,high school,some college,hispanic,0.0,0,female,a one-family house detached from any other house,"$15,000 to $19,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,19,0,1
359511,married,51,59,high school,less than high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$25,000 to $29,999",non-metro,rented for cash,republican,baptist-any denomination,not working - disabled,0,1.0,8,0,1
361593,divorced,59,78,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"less than $5,000",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - looking for work,0,1.0,19,1,0
362491,married,49,50,high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,none,working - self-employed,0,1.0,1,1,0
367471,married,47,55,less than high school,high school,hispanic,0.0,2,female,a one-family house attached to one or more houses,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - looking for work,0,1.0,8,0,1
368611,married,61,65,less than high school,less than high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - other,0,1.0,4,0,0
370713,divorced,71,68,some college,some college,"white, non-hispanic",0.0,0,male,a building with 2 or more apartments,"$15,000 to $19,999",metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - disabled,0,0.0,3,0,0
375486,living with partner,48,58,some college,bachelor's degree or higher,hispanic,0.0,4,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,1,1.0,10,0,1
378221,married,22,23,some college,some college,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,republican,catholic,working - as a paid employee,0,1.0,1,0,0
381295,never married,29,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a building with 2 or more apartments,"$20,000 to $24,999",metro,rented for cash,democrat,none,working - as a paid employee,0,1.0,12,0,0
383281,married,28,27,some college,high school,"white, non-hispanic",2.0,6,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,1,0,1
385491,married,49,50,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,1.0,1,1,0
388731,married,73,72,high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",non-metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,not working - retired,0,1.0,1,0,0
389541,married,54,58,high school,high school,"white, non-hispanic",0.0,0,male,a mobile home,"$15,000 to $19,999",non-metro,owned or being bought by you or someone in your household,republican,pentecostal,not working - disabled,0,1.0,4,1,0
390431,married,43,47,bachelor's degree or higher,bachelor's degree or higher,hispanic,3.0,5,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - self-employed,0,1.0,4,0,0
392315,never married,31,25,some college,less than high school,hispanic,0.0,5,female,a one-family house detached from any other house,"$15,000 to $19,999",metro,rented for cash,republican,catholic,working - as a paid employee,1,0.0,6,1,2
393591,married,59,61,high school,high school,hispanic,0.0,1,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,none,working - self-employed,0,1.0,2,1,0
396291,married,29,30,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,0,male,a building with 2 or more apartments,"$20,000 to $24,999",metro,rented for cash,republican,baptist-any denomination,working - as a paid employee,0,1.0,1,1,0
